Number of Vehicles,Accident Date,Time (24hr),Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle,Accident Year,Age Group of Casualty,Time Period
1,2012-10-26,917,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,32,Bus or coach (17 or more passenger seats),2012,Adult,Daytime
2,2012-10-26,815,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,21,Motorcycle over 50cc and up to 125cc,2012,Adult,Daytime
2,2012-10-26,1415,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,22,M/cycle 50cc and under,2012,Adult,Noon
1,2012-10-26,1914,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,27,Car,2012,Adult,Night
2,2012-10-26,2225,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,84,Car,2012,Elderly,Night
2,2012-10-26,1247,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,75,Car,2012,Elderly,Noon
2,2012-10-26,1247,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,66,Car,2012,Elderly,Noon
2,2012-10-26,1247,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Car,2012,Adult,Noon
2,2012-10-27,16,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,15,Car,2012,Child,Midnight
2,2012-10-27,920,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,63,Car,2012,Adult,Daytime
2,2012-10-27,1025,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,63,Car,2012,Adult,Daytime
1,2012-10-27,915,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car,2012,Adult,Daytime
1,2012-10-27,2310,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,29,Car,2012,Adult,Night
2,2012-10-28,1425,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,66,Motorcycle over 500cc,2012,Elderly,Noon
2,2012-10-28,1425,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Motorcycle over 500cc,2012,Adult,Noon
3,2012-10-28,2103,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,50,Car,2012,Adult,Night
3,2012-10-28,2103,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,49,Car,2012,Adult,Night
3,2012-10-28,2103,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,24,Car,2012,Adult,Night
3,2012-10-28,2103,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Fatal,Female,23,Car,2012,Adult,Night
3,2012-10-28,2103,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,17,Car,2012,Child,Night
2,2012-10-28,2330,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Pedal cycle,2012,Adult,Night
1,2012-10-29,619,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,24,Car,2012,Adult,Daytime
1,2012-10-29,1410,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,70,Bus or coach (17 or more passenger seats),2012,Elderly,Noon
2,2012-10-29,1744,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,42,Car,2012,Adult,Noon
2,2012-10-29,1635,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Pedal cycle,2012,Adult,Noon
2,2012-10-29,1635,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,55,Pedal cycle,2012,Adult,Noon
1,2012-10-30,845,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Motorcycle over 500cc,2012,Adult,Daytime
2,2012-10-30,1323,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,M/cycle 50cc and under,2012,Adult,Noon
2,2012-10-30,615,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,55,Car,2012,Adult,Daytime
2,2012-10-30,1110,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Motorcycle over 50cc and up to 125cc,2012,Adult,Daytime
2,2012-10-31,1130,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,46,Bus or coach (17 or more passenger seats),2012,Adult,Daytime
2,2012-10-31,1130,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,23,Bus or coach (17 or more passenger seats),2012,Adult,Daytime
2,2012-10-31,1700,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Car,2012,Adult,Noon
1,2012-10-31,1705,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,20,Car,2012,Adult,Noon
2,2012-10-31,1830,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,66,Car,2012,Elderly,Night
2,2012-10-31,1830,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,31,Car,2012,Adult,Night
2,2012-10-31,1830,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,40,Car,2012,Adult,Night
2,2012-10-31,2000,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Car,2012,Adult,Night
2,2012-10-31,1905,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,20,Car,2012,Adult,Night
2,2012-10-31,1905,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,53,Car,2012,Adult,Night
2,2012-10-31,1540,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,26,Pedal cycle,2012,Adult,Noon
2,2012-10-31,1720,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,26,Car,2012,Adult,Noon
2,2012-10-31,1720,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,65,Car,2012,Adult,Noon
1,2012-11-01,235,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,21,Taxi/Private hire car,2012,Adult,Midnight
1,2012-11-01,940,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,26,Car,2012,Adult,Daytime
3,2012-11-01,917,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,41,Car,2012,Adult,Daytime
1,2012-11-01,1715,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,22,Car,2012,Adult,Noon
1,2012-11-01,1710,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,42,Motorcycle over 50cc and up to 125cc,2012,Adult,Noon
1,2012-11-01,1710,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,28,Motorcycle over 50cc and up to 125cc,2012,Adult,Noon
1,2012-11-01,1710,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,18,Motorcycle over 50cc and up to 125cc,2012,Adult,Noon
2,2012-11-01,1245,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,62,Goods vehicle 3.5 tonnes mgw and under,2012,Adult,Noon
2,2012-11-01,1245,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Goods vehicle 3.5 tonnes mgw and under,2012,Adult,Noon
2,2012-11-01,1245,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,Car,2012,Child,Noon
2,2012-11-01,1300,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,12,Pedal cycle,2012,Child,Noon
1,2012-11-01,2246,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,23,Car,2012,Adult,Night
2,2012-11-02,750,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,27,Car,2012,Adult,Daytime
2,2012-11-02,750,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,76,Car,2012,Elderly,Daytime
1,2012-11-02,750,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,18,Car,2012,Adult,Daytime
2,2012-11-02,1610,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Pedal cycle,2012,Adult,Noon
1,2012-11-02,1725,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Pedestrian,Serious,Male,53,Car,2012,Adult,Noon
1,2012-11-03,100,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,24,Taxi/Private hire car,2012,Adult,Midnight
2,2012-11-03,1305,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,80,Car,2012,Elderly,Noon
2,2012-11-03,1310,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car,2012,Adult,Noon
2,2012-11-03,1310,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,58,Car,2012,Adult,Noon
2,2012-11-03,1810,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Car,2012,Adult,Night
2,2012-11-03,1810,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,18,Car,2012,Adult,Night
1,2012-11-03,1700,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Male,11,Car,2012,Child,Noon
2,2012-11-03,1930,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,40,Car,2012,Adult,Night
2,2012-11-03,1900,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Motorcycle over 50cc and up to 125cc,2012,Adult,Night
2,2012-11-03,2100,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,24,Taxi/Private hire car,2012,Adult,Night
2,2012-11-04,1155,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car,2012,Adult,Daytime
2,2012-11-04,1155,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,52,Car,2012,Adult,Daytime
2,2012-11-04,1158,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,49,Car,2012,Adult,Daytime
2,2012-11-04,1750,Dry,Darkness: no street lighting,Fine without high winds,Driver,Slight,Male,23,Car,2012,Adult,Noon
2,2012-11-04,1750,Dry,Darkness: no street lighting,Fine without high winds,Driver,Serious,Male,83,Car,2012,Elderly,Noon
2,2012-11-04,1750,Dry,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,77,Car,2012,Elderly,Noon
2,2012-11-04,1940,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,24,Motorcycle over 50cc and up to 125cc,2012,Adult,Night
2,2012-11-04,1725,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,24,Car,2012,Adult,Noon
2,2012-11-05,18,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,36,Car,2012,Adult,Midnight
2,2012-11-05,18,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,24,Taxi/Private hire car,2012,Adult,Midnight
2,2012-11-05,18,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Female,23,Car,2012,Adult,Midnight
2,2012-11-05,630,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,48,Minibus (8 – 16 passenger seats),2012,Adult,Daytime
1,2012-11-05,800,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car,2012,Child,Daytime
2,2012-11-05,912,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Pedal cycle,2012,Adult,Daytime
2,2012-11-05,1248,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48,Car,2012,Adult,Noon
2,2012-11-05,1600,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,21,Pedal cycle,2012,Adult,Noon
2,2012-11-05,845,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,36,Car,2012,Adult,Daytime
1,2012-11-06,935,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,71,Car,2012,Elderly,Daytime
3,2012-11-06,1710,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,40,Car,2012,Adult,Noon
3,2012-11-06,1710,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,23,Car,2012,Adult,Noon
2,2012-11-06,1700,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,40,Motorcycle over 50cc and up to 125cc,2012,Adult,Noon
2,2012-11-06,1900,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,18,Car,2012,Adult,Night
2,2012-11-06,1010,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,31,Car,2012,Adult,Daytime
2,2012-11-06,1010,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,26,Car,2012,Adult,Daytime
1,2012-11-06,1830,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Male,21,Car,2012,Adult,Night
1,2012-11-06,1320,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,50,Car,2012,Adult,Noon
2,2012-11-07,2050,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,28,Car,2012,Adult,Night
2,2012-11-07,1500,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car,2012,Adult,Noon
1,2012-11-07,1545,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,3,Bus or coach (17 or more passenger seats),2012,Child,Noon
2,2012-11-08,832,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Pedal cycle,2012,Adult,Daytime
1,2012-11-08,725,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,63,Car,2012,Adult,Daytime
1,2012-11-08,1049,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,86,Bus or coach (17 or more passenger seats),2012,Elderly,Daytime
2,2012-11-08,1504,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,22,Car,2012,Adult,Noon
1,2012-11-08,1605,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,5,Goods vehicle 3.5 tonnes mgw and under,2012,Child,Noon
2,2012-11-08,1625,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Pedal cycle,2012,Adult,Noon
2,2012-11-08,1650,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,51,Motorcycle over 125cc and up to 500cc,2012,Adult,Noon
1,2012-11-08,1515,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,89,Car,2012,Elderly,Noon
1,2012-11-08,1515,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,85,Car,2012,Elderly,Noon
3,2012-11-08,1710,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,40,Car,2012,Adult,Noon
3,2012-11-08,1954,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,33,Car,2012,Adult,Night
3,2012-11-08,1954,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Car,2012,Adult,Night
3,2012-11-08,1954,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,26,Car,2012,Adult,Night
2,2012-11-08,1908,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,24,Car,2012,Adult,Night
2,2012-11-08,1505,Dry,Daylight: street lights present,Fine with high winds,Driver,Slight,Female,55,Car,2012,Adult,Noon
1,2012-11-08,1810,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,22,Car,2012,Adult,Night
1,2012-11-08,1810,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,20,Car,2012,Adult,Night
1,2012-11-08,1810,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,27,Car,2012,Adult,Night
2,2012-11-09,1330,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,38,Pedal cycle,2012,Adult,Noon
2,2012-11-09,1646,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Male,51,Car,2012,Adult,Noon
2,2012-11-09,1750,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,24,Car,2012,Adult,Noon
1,2012-11-09,2100,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,39,Car,2012,Adult,Night
2,2012-11-09,1730,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,15,Car,2012,Child,Noon
2,2012-11-09,2350,Dry,5,Fine without high winds,Passenger,Slight,Female,26,Car,2012,Adult,Night
2,2012-11-10,243,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,38,Car,2012,Adult,Midnight
2,2012-11-10,1225,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,54,Motorcycle over 500cc,2012,Adult,Noon
3,2012-11-10,1325,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car,2012,Adult,Noon
3,2012-11-10,1325,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,50,Car,2012,Adult,Noon
1,2012-11-10,2200,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,27,Car,2012,Adult,Night
1,2012-11-10,1220,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,84,Other Vehicle ,2012,Elderly,Noon
2,2012-11-10,115,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,39,Taxi/Private hire car,2012,Adult,Midnight
2,2012-11-10,1610,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,46,Car,2012,Adult,Noon
2,2012-11-10,1610,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car,2012,Adult,Noon
3,2012-11-10,1330,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car,2012,Adult,Noon
3,2012-11-10,1330,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Car,2012,Adult,Noon
1,2012-11-11,750,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car,2012,Adult,Daytime
2,2012-11-11,1257,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,84,Car,2012,Elderly,Noon
2,2012-11-11,1257,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,82,Car,2012,Elderly,Noon
2,2012-11-11,405,Wet / Damp,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,40,Pedal cycle,2012,Adult,Midnight
1,2012-11-11,1700,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Slight,Female,19,Car,2012,Adult,Noon
1,2012-11-12,930,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,39,Car,2012,Adult,Daytime
1,2012-11-12,1127,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Male,29,Car,2012,Adult,Daytime
1,2012-11-12,1122,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,70,Car,2012,Elderly,Daytime
2,2012-11-13,1340,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Car,2012,Adult,Noon
2,2012-11-13,1340,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,20,Car,2012,Adult,Noon
2,2012-11-13,1755,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,18,Car,2012,Adult,Noon
2,2012-11-13,1755,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,22,Car,2012,Adult,Noon
2,2012-11-13,1755,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,57,Car,2012,Adult,Noon
1,2012-11-13,1616,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,71,Bus or coach (17 or more passenger seats),2012,Elderly,Noon
2,2012-11-13,1310,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,42,Car,2012,Adult,Noon
1,2012-11-13,1600,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,26,Bus or coach (17 or more passenger seats),2012,Adult,Noon
2,2012-11-14,730,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,25,Pedal cycle,2012,Adult,Daytime
2,2012-11-14,750,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,17,Motorcycle over 50cc and up to 125cc,2012,Child,Daytime
2,2012-11-14,1554,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,54,Car,2012,Adult,Noon
1,2012-11-14,1728,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Female,30,Car,2012,Adult,Noon
3,2012-11-15,800,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,40,Car,2012,Adult,Daytime
1,2012-11-15,1454,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,35,Car,2012,Adult,Noon
1,2012-11-15,1535,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,15,Car,2012,Child,Noon
2,2012-11-15,2030,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,45,Car,2012,Adult,Night
3,2012-11-15,1925,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,37,Car,2012,Adult,Night
2,2012-11-15,1800,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,35,Pedal cycle,2012,Adult,Noon
3,2012-11-16,723,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,44,Car,2012,Adult,Daytime
1,2012-11-16,1550,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,55,Car,2012,Adult,Noon
3,2012-11-16,1700,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Male,32,Car,2012,Adult,Noon
3,2012-11-17,1515,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Car,2012,Adult,Noon
3,2012-11-17,1515,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Car,2012,Adult,Noon
2,2012-11-17,115,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Serious,Female,63,Car,2012,Adult,Midnight
2,2012-11-17,1335,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Pedal cycle,2012,Adult,Noon
1,2012-11-18,1149,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,M/cycle 50cc and under,2012,Adult,Daytime
1,2012-11-18,1149,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,73,M/cycle 50cc and under,2012,Elderly,Daytime
2,2012-11-18,1500,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,7,Car,2012,Child,Noon
1,2012-11-18,450,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,19,Goods vehicle over 3.5 tonnes and under 7.5 tonnes mgw,2012,Adult,Midnight
2,2012-11-18,2050,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,45,Taxi/Private hire car,2012,Adult,Night
2,2012-11-18,1430,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car,2012,Adult,Noon
1,2012-11-19,955,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,M/cycle 50cc and under,2012,Adult,Daytime
2,2012-11-20,815,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,18,Car,2012,Adult,Daytime
2,2012-11-20,815,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,58,Car,2012,Adult,Daytime
1,2012-11-20,900,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,23,Car,2012,Adult,Daytime
4,2012-11-20,933,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,43,Car,2012,Adult,Daytime
2,2012-11-20,1525,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,28,Motorcycle over 50cc and up to 125cc,2012,Adult,Noon
1,2012-11-20,1623,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,7,Car,2012,Child,Noon
1,2012-11-20,1854,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Slight,Female,24,Car,2012,Adult,Night
1,2012-11-20,1854,Dry,Darkness: street lighting unknown,Fine without high winds,Pedestrian,Serious,Female,40,Car,2012,Adult,Night
2,2012-11-20,1615,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Car,2012,Adult,Noon
2,2012-11-21,905,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,25,Pedal cycle,2012,Adult,Daytime
2,2012-11-21,615,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,66,Car,2012,Elderly,Daytime
2,2012-11-21,615,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,33,Car,2012,Adult,Daytime
2,2012-11-21,1859,Dry,Darkness: street lighting unknown,Fine without high winds,Driver,Serious,Male,21,Pedal cycle,2012,Adult,Night
2,2012-11-21,1357,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car,2012,Adult,Noon
1,2012-11-21,2200,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Serious,Male,41,Car,2012,Adult,Night
2,2012-11-21,1345,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,21,Car,2012,Adult,Noon
1,2012-11-21,1740,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,78,Car,2012,Elderly,Noon
2,2012-11-22,755,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,50,Car,2012,Adult,Daytime
2,2012-11-22,815,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,25,Car,2012,Adult,Daytime
2,2012-11-22,815,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver,Slight,Male,51,Taxi/Private hire car,2012,Adult,Daytime
2,2012-11-22,800,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Pedal cycle,2012,Adult,Daytime
2,2012-11-22,1255,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car,2012,Adult,Noon
2,2012-11-22,1255,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Taxi/Private hire car,2012,Adult,Noon
2,2012-11-22,1255,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,46,Taxi/Private hire car,2012,Adult,Noon
2,2012-11-22,1255,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,45,Taxi/Private hire car,2012,Adult,Noon
3,2012-11-22,1800,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,44,Car,2012,Adult,Noon
3,2012-11-22,1800,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,52,Car,2012,Adult,Noon
2,2012-11-22,1530,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Motorcycle over 125cc and up to 500cc,2012,Adult,Noon
2,2012-11-22,1644,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,60,Car,2012,Adult,Noon
2,2012-11-22,1644,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,48,Car,2012,Adult,Noon
3,2012-11-22,1630,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,34,Car,2012,Adult,Noon
